Epoch,Train_Loss,Train_Accuracy,Validation_Loss,Validation_Accuracy
1,0.3085725099916674,0.8879464285714286,0.3989598263177608,0.8491071428571428
2,0.2556400445031175,0.9109375,0.26843590023779274,0.9026785714285714
3,0.2440852010261807,0.9151785714285714,0.3833445644986763,0.8589285714285714
4,0.24317250015564176,0.9142857142857143,0.3051918959923309,0.8973214285714286
5,0.22466702069849548,0.9225446428571429,0.2546038467158756,0.9214285714285714
